Period,Altman Z-Score,Springate Score,Ohlson O-score,Zmijewski Score
3428,27.96382226,16.52196935,-5.08212438,-8.09042168
3429,38.18503425,15.68332251,-5.167946421,-8.22520806
3430,57.80949383,27.9586664,-5.172047165,-8.034369495
3431,34.19849688,19.77024672,-5.052692473,-8.033495414
3432,49.87159096,17.46391324,-5.261815896,-8.28922813
3433,29.29760757,44.84863477,-4.866898236,-7.991096118
3434,51.32691638,15.37538322,-5.36304206,-8.439010707
3435,13.539706,15.96402726,-4.732521848,-7.889177893
3436,26.40276939,38.80764115,-4.816938006,-7.957212077
3437,14.80132054,7.917788182,-4.74810741,-7.74269321
3438,18.62339556,33.56540183,-4.767515374,-7.957433166
3439,14.29502662,32.50610149,-4.581830011,-7.782313215
3440,15.02549128,30.28965659,-4.705822208,-7.994056309
3441,85.0430309,34.99753299,-4.837002199,-7.698986855
3442,29.16839744,27.32865894,-4.885788743,-7.971493806
3443,57.47971618,23.49198236,-5.039188031,-7.950391026
3444,36.6797334,26.42168262,-4.939731851,-7.948733566
3445,25.25737103,15.81333792,-5.02215089,-8.032283817
3446,18.45512582,6.067758361,-4.876594883,-7.853395498
3447,10.34944058,6.009321504,-4.816937018,-7.907913403
3448,83.14866995,11.17916902,-5.051344641,-8.094082836
3449,47.33116112,205.8848804,-4.348193532,-7.220061344
3450,38.15868292,50.53154067,-4.871394175,-8.004620063
3451,70.56084689,189.3033217,-4.574798723,-7.529253162
3452,77.84455161,71.67187953,-4.951602461,-8.050115038
3453,33.58697024,35.83856035,-4.911337563,-8.151143979
3454,72.98594559,31.11565594,-5.034049885,-8.163998955
3455,130.3487835,42.31478633,-5.104993293,-8.242168835
3456,58.22791405,40.71568572,-4.999407077,-7.991840742
3457,33.03178613,56.14680005,-4.924858615,-8.00742712
3458,32.61898257,55.75435513,-4.816437769,-7.93355723
3459,17.46892498,22.52773374,-4.778592444,-7.983213306
3460,273.4382353,59.33291261,-4.792384031,-7.938218694
3461,34.77682244,28.04103589,-4.840528424,-7.943077966
3462,174.7242734,41.03669747,-5.294705299,-8.09536792
3463,23.4331123,26.75557649,-4.837149735,-7.825535911
3464,88.75661313,28.61048851,-5.035625918,-8.130104693
3465,28.44258931,37.11062649,-5.016812937,-8.075210684
3466,17.19016688,12.23487815,-4.905643892,-7.935748121
3467,41.86607395,39.47837192,-4.941122798,-7.949296737
3468,58.47963303,50.51567964,-5.036675632,-7.977180414
3469,106.7344087,28.06763071,-5.203536339,-8.233945917
3470,26.98038248,31.8666264,-4.87355569,-8.087117758
3471,36.07370703,56.91254524,-4.831904818,-8.013647517
3472,37.70495201,11.60700677,-5.171367251,-8.191964736
3473,243.5009083,34.72706779,-5.281468161,-8.347477582
3474,81.79619301,26.96209104,-5.020125769,-8.003806238
3475,188.3894066,79.27151956,-5.124747368,-8.141199279
3476,26.59251408,41.42384991,-4.843970765,-7.951331851
3477,83.55962948,28.85962495,-4.955139147,-8.003712664
3478,61.4592158,25.51191081,-5.148451502,-8.103808943
3479,37.76602753,33.3007413,-4.985820449,-8.116311151
3480,35.1893785,17.00263295,-5.112225634,-8.273967178
3481,85.84988474,30.23136653,-4.987305109,-8.182366748
3482,76.91731539,33.14013005,-5.14288655,-8.142217539
3483,227.3982312,79.03205274,-5.163170994,-7.846509963
3484,36.45954236,33.54078218,-4.739584186,-7.981809505
3485,78.49731402,44.36461683,-4.980410518,-8.032205315
3486,109.3559414,45.07727411,-5.017610798,-8.07463481
3487,33.09408099,15.99009417,-5.132003966,-8.026560725
3488,212.5485204,26.6080635,-4.948388403,-7.925994925
3489,108.4324012,43.67239687,-5.142463677,-8.026160695
3490,11.74044625,32.58172177,-4.550913847,-7.833630804
3491,12.52185353,25.87570762,-4.688577242,-7.794211806
3492,70.47499963,23.84043243,-5.187241698,-8.082945791
3493,143.2824763,29.64171625,-5.248395842,-8.241226445
3494,112.7993467,25.01474659,-5.457990232,-8.334692966
3495,97.48500186,24.05646624,-5.115372152,-8.065533489
3496,203.3411229,35.34917873,-5.169561308,-8.107491593
3497,15.44576901,7.097751666,-4.820757392,-8.005965232
3498,43.01332034,48.96479534,-4.930491516,-8.098102514
3499,34.35036957,57.44343277,-4.916216108,-8.022632305
3500,21.94860665,13.92020696,-4.885571991,-7.945305937
3501,14.25022406,21.71536827,-4.610352054,-7.639690229
3502,72.35178362,20.52584992,-5.1873834,-8.112721491
3503,56.64268292,24.39463763,-5.052478699,-7.928057182
3504,19.7796909,13.73310861,-5.013849512,-8.098306653
3505,35.51242502,39.05617126,-4.960278637,-7.997039614
3506,30.59753095,25.59621293,-4.893502624,-8.084180067
3507,15.2397844,31.80293587,-4.695429577,-7.939916889
3508,24.56750001,15.57885419,-5.060083222,-7.987422563
3509,9.554161899,11.97039555,-4.656218211,-7.729302818
3510,12.31451918,16.1818197,-4.837910529,-7.928209834
3511,190.7902669,23.96174332,-5.754451557,-8.340494205
3512,25.52065263,15.00364874,-4.979980032,-8.019017488
3513,36.47438455,59.67885263,-4.849973232,-8.057121721
3514,85.51033809,24.15983321,-4.999910692,-8.054369808
3515,76.10671061,13.74085896,-5.267854218,-8.088662377
3516,18.3293216,16.16565846,-4.84347054,-8.080714185
3517,16.503491,24.53114061,-4.86900963,-8.094568767
3518,52.19410105,15.89405835,-5.384310962,-8.414787757
3519,134.9218037,47.07790711,-5.450765504,-8.148772321
3520,47.54811587,15.67495569,-5.238834347,-8.127293453
3521,67.98700683,43.20772064,-4.882367469,-8.092962539
3522,50.07937515,17.74633247,-5.290654622,-8.326208429
3523,79.3682605,17.94264599,-5.374151826,-8.357447015
3524,20.27139207,19.55214075,-4.986323569,-7.978024246
3525,10.06184629,8.942683429,-4.849671392,-7.960231937
3526,40.56987053,21.88806183,-5.162371301,-8.109333722
3527,39.65883473,31.23298234,-5.131823568,-8.100865488
3528,345.1196855,41.29263833,-5.236039402,-8.236064667
3529,40.19946542,53.5294302,-4.881120251,-7.923609318
3530,36.24285719,12.52486929,-5.114370944,-8.213398705
3531,187.1340043,21.79694469,-5.489925706,-8.326246943
3532,13.73926682,8.559104155,-4.939572279,-8.027621406
3533,186.2974531,63.32498492,-5.553331197,-8.843104612
3534,38.92661933,16.72698973,-5.187954078,-8.103930959
3535,35.70653452,16.53074947,-5.21028698,-8.188713823
3536,24.45821526,14.66765738,-5.054620351,-8.033855727
3537,24.82948424,14.93178824,-5.040984881,-7.952643569
3538,15.39798055,11.76528592,-4.926129277,-7.907995759
3539,17.96068288,20.8134034,-4.807171953,-7.86393759
3540,40.40603592,14.55295589,-5.171161896,-7.998811965
3541,6.753763693,13.11539374,-4.099858885,-6.850398373
3542,225.618127,195.0315585,-3.967133538,-7.734265175
3543,26.13516864,24.3813079,-4.801639753,-8.012280291
3544,25.08554247,27.24674478,-4.895211967,-7.832220966
3545,26.00812282,29.74765103,-4.88134463,-8.028370399
3546,578.699841,59.72257628,-5.194420745,-8.097624899
3547,23.63958737,21.51210738,-4.973825284,-7.976535244
3548,21.77903904,31.0689521,-4.904076324,-7.976155879
3549,16.06910712,29.94053119,-4.757235459,-7.909097124
3550,56.11678033,52.44790578,-4.87719544,-8.090592933
3551,58.53120942,61.85010794,-5.008512026,-7.264800423
3552,105.6704891,26.1448392,-5.23648045,-8.272234261
3553,61.8808492,27.48185805,-4.964044641,-8.110986834
3554,100.7194786,57.2478321,-5.0986515,-8.029674621
3555,68.55746163,27.34097175,-4.971604659,-7.990906395
3556,37.0444155,23.01817026,-4.967528881,-8.011674305
3557,21.75990867,21.30256128,-4.865440258,-7.977858638
3558,30.87629919,43.25520419,-4.869443206,-8.007135899
3559,38.21249669,30.15807848,-5.061013908,-8.109024021
3560,53.89867753,52.3039928,-4.781043757,-7.756879073
3561,68.73320116,25.94718775,-5.252735927,-8.264005286
3562,47.73065402,29.2101244,-4.979982177,-8.166811101
3563,41.67128324,15.81147699,-5.116469541,-8.116677437
3564,60.27655356,37.69321485,-4.919594159,-7.897365972
3565,154.9746482,33.93464421,-5.296905791,-8.356188148
3566,26.99960173,33.4666867,-4.885110201,-8.13629616
3567,32.07677483,18.01023227,-5.163258552,-8.138961289
3568,36.44393832,40.8931921,-4.850559668,-8.025188843
3569,101.5390156,32.73233767,-5.106073761,-8.218219202
3570,34.88350073,22.53454781,-4.897842194,-8.092613001
3571,71.69904186,23.9608275,-5.185659451,-8.15632515
3572,67.30080514,17.62641525,-5.327316327,-8.429615711
3573,14.26085671,51.39263859,-4.441640418,-7.641609764
3574,35.46966383,20.14459409,-4.975794875,-7.924679424
3575,49.4759876,16.79030737,-5.178335489,-8.214796113
3576,70.09745992,24.82941586,-5.24642941,-8.154771257
3577,52.06281432,20.12216795,-5.131502557,-8.125422325
3578,54.41771476,18.67057355,-5.150913144,-8.199289686
3579,80.48729594,42.76664703,-5.129740957,-8.086350549
3580,70.04058624,20.03009058,-5.325168744,-8.328483937
3581,10.10788199,15.40888128,-4.590211704,-7.67438708
3582,39.61263908,33.64319536,-4.939157523,-7.937386758
3583,18.39185111,8.038278989,-4.874782062,-7.919780332
3584,23.05768295,30.55044882,-4.821919603,-7.999984787
3585,13.40726368,23.27917517,-4.637809161,-7.862642327
3586,32.89208872,31.40034685,-4.849694393,-8.067234061
3587,79.76150889,27.1143318,-5.003469762,-8.013177088
3588,29.40706021,22.3759685,-4.961305802,-8.100280228
3589,59.40696863,25.048206,-4.971210044,-7.920157764
3590,32.11564146,26.6025303,-4.877139692,-7.872206291
3591,22.05048004,18.86273114,-4.949767402,-7.976851816
3592,10.45009357,5.403858696,-4.79538389,-7.923560881
3593,14.68296486,7.973102447,-4.942391119,-7.962099678
3594,45.27786507,9.816658282,-4.878550149,-7.821045635
3595,23.20885792,68.84459891,-4.650671676,-7.803210508
3596,8.224717312,10.41404608,-4.008017741,-6.414653055
3597,15.99680712,6.703712535,-4.894494913,-7.910888432
3598,36.24611941,31.37934012,-4.152916622,-6.23207629
3599,14.21705583,31.96758358,-4.612945524,-7.691928982
3600,46.86505144,52.33079877,-4.846039135,-7.968150629
3601,67.0210904,207.659479,-4.612729583,-7.610097322
3602,77.33521676,65.50508433,-4.806266567,-8.001260409
3603,45.63526678,41.21558229,-4.910796534,-8.082636584
3604,78.22691159,29.79924111,-5.118006704,-8.217090035
3605,125.1325301,43.07621209,-5.021817559,-8.207925215
3606,69.59514045,38.73491419,-5.12221834,-8.072774196
3607,39.41986424,60.5721459,-4.960251124,-8.05134348
3608,26.74500372,62.23087712,-4.714940537,-7.795427813
3609,16.89262275,22.16163974,-4.761104349,-7.959153325
3610,114.1689907,59.41209899,-4.805973454,-7.75685974
3611,41.37250275,30.28360247,-4.877487896,-7.966732083
3612,80.04112953,31.50448088,-4.938220367,-8.043621028
3613,21.94082479,31.32195904,-4.652488523,-7.467513329
3614,84.31242836,43.78112467,-4.865154911,-8.107824516
3615,22.08488629,54.51739573,-4.566062216,-7.740452595
3616,24.76868225,12.61859162,-4.644428723,-7.522186373
3617,30.46957983,44.74765307,-4.992419407,-7.941498662
3618,78.06301552,31.45577617,-5.078805031,-8.06880907
3619,115.7766639,28.8156367,-5.19741277,-8.236778308
3620,25.05843142,36.41538973,-4.830276298,-7.972921247
3621,32.59307711,58.6552418,-4.791336403,-7.968131427
3622,69.73321845,12.49120335,-5.211428731,-8.13920671
3623,281.0094615,32.97333293,-5.31046835,-8.421037927
3624,92.09412349,27.1742363,-5.136925421,-8.067502698
3625,224.890045,80.05621366,-5.188952284,-8.112953168
3626,30.68949266,40.62359462,-4.801196875,-7.957745025
3627,70.7524744,25.61832913,-5.09192812,-8.057742373
3628,56.64806252,20.1885639,-5.310150392,-8.243981638
3629,34.17843244,44.66066225,-4.898601159,-7.968033808
3630,40.09534317,17.22618418,-5.177055236,-8.309893027
3631,76.44684146,35.45312541,-5.071738148,-8.228962136
3632,73.33196042,32.53596547,-5.156081196,-8.089821847
3633,115.0391245,34.61842708,-4.835101137,-7.92220025
3634,31.19762736,33.80687849,-4.693822595,-7.853934893
3635,121.3307135,43.94220332,-5.174446894,-7.984837996
3636,199.5485467,48.83231709,-5.486093289,-8.077325305
3637,31.8972338,39.5387169,-4.813743686,-8.017948536
3638,62.25419301,17.15383727,-5.250868782,-8.176472089
3639,74.5281526,30.53116051,-4.816871445,-7.6232799
3640,230.0808398,38.44561961,-5.42412398,-8.128360672
3641,12.48440698,28.9496512,-4.615916688,-7.912631872
3642,11.41044142,21.66182567,-4.570791773,-7.6553934
3643,55.0924268,21.98597192,-5.035703205,-8.072851468
3644,163.6172176,35.56279156,-5.168079779,-8.19859183
3645,131.191766,28.91016783,-5.380837833,-8.318782777
3646,164.5728255,25.68701647,-5.239086939,-8.153760682
3647,221.6784458,52.8513949,-5.237132366,-7.909252204
3648,18.18599005,8.45602859,-4.77876501,-7.865815984
3649,40.90248305,52.39463236,-4.921083024,-8.062967487
3650,49.26797717,61.65040593,-4.947191757,-8.003740406
3651,21.98595804,18.24669747,-4.872708129,-7.954270616
3652,19.42984533,18.64900478,-4.755060118,-7.905000918
3653,73.13361391,17.68556222,-5.16614987,-8.130919548
3654,116.5158458,20.05811977,-5.167884339,-8.114134576
3655,60.77294391,15.07104062,-5.205308684,-8.146633148
3656,29.44883709,28.46062765,-4.951051974,-8.02899473
3657,50.63671358,28.88047778,-4.990042005,-8.051637855
3658,25.84458511,33.07843751,-4.802644022,-8.015056662
3659,33.44111448,19.85185324,-4.997457499,-7.888040803
3660,16.57471932,10.19171387,-4.985781124,-8.088681235
3661,12.22849771,16.8843936,-4.711111234,-7.887930488
3662,157.7801945,28.27917382,-5.345403719,-8.298093813
3663,29.40477483,11.69178126,-5.099023052,-8.190646603
3664,28.43639914,65.64563926,-4.6990367,-7.886170349
3665,49.23738612,22.84072457,-5.174801144,-8.130937891
3666,54.27179251,17.33316637,-5.110485121,-7.991005922
3667,19.51653291,22.28178606,-4.749646925,-7.982864121
3668,155.8613555,23.36251946,-5.568778168,-8.245992987
3669,319.5372572,46.91878723,-5.317227653,-8.238598923
3670,116.661365,22.6563601,-5.115414829,-7.967999637
3671,102.405196,48.24665118,-5.003897852,-8.188622305
3672,76.85393713,21.27329359,-5.367616823,-8.320035505
3673,60.03493296,22.27931949,-5.192610048,-8.083944434
3674,39.97479089,17.31181224,-5.121064392,-8.063554151
3675,22.60978474,8.005120311,-5.050301809,-8.242053094
3676,27.44047858,16.88038835,-4.772240248,-7.670870729
3677,59.76364606,28.43311087,-5.294957542,-8.144693276
3678,197.8807594,42.52180049,-5.030967695,-8.203157424
3679,47.50314905,44.31601677,-4.936129558,-7.988448637
3680,117.6469208,19.6845651,-5.515257306,-8.005466436
3681,223.3149622,30.14082094,-5.656185366,-8.219039143
3682,21.00447208,10.87407112,-4.9698953,-7.921359918
3683,330.0511003,112.2562922,-5.755403001,-8.766656817
3684,35.24599189,25.58134077,-5.068770486,-7.994313864
3685,54.19812907,16.73454859,-5.321042351,-8.327126728
3686,80.98767423,23.34318052,-5.153584906,-8.119534356
3687,19.08357304,10.41156143,-5.050486312,-8.21039709
3688,25.32974504,11.10502774,-5.152745231,-8.200626561
3689,11.81172961,10.00996807,-4.825910998,-8.053503669
3690,54.7953318,21.36039199,-5.071449777,-7.987204454
3691,42.9366767,30.36084715,-4.956643221,-8.211014837
3692,36.75871949,9.412944191,-5.243277604,-8.074686491
3693,7.469531229,12.3373212,-4.493043324,-7.718974183
3694,21.64398178,20.31848629,-4.949611969,-8.09113221
3695,29.90557169,23.08532294,-5.019048139,-8.106417072
3696,13.91840641,79.21396567,-2.846797336,-5.870278683
3697,117.6220075,19.82440063,-5.361060223,-8.330536114
3698,183.0732803,127.6829443,-4.818340062,-7.859190414
3699,25.92401646,24.54677281,-4.818405554,-7.999982806
3700,106.3244425,40.54900121,-4.78874963,-7.913772143
3701,33.23625505,28.04346122,-4.911064157,-8.044753449
3702,901.7508568,68.91025993,-5.591645905,-8.114136347
3703,28.05947634,20.57559794,-5.005491741,-8.054832704
3704,31.06335598,38.01106664,-4.924712305,-7.949057435
3705,17.61268488,28.80289234,-4.867115006,-7.997116355
3706,45.45532612,52.2058964,-4.966070432,-8.036922046
3707,103.8338448,66.48551165,-5.346086047,-7.674917314
3708,73.32695204,22.47854033,-5.16146074,-8.26500051
3709,32.57946317,29.71640282,-4.894617144,-8.133560403
3710,87.75184231,48.67498824,-5.08283125,-8.035469498
3711,60.78951501,24.18239429,-5.055524272,-8.038926786
3712,51.88811225,24.12565608,-5.02307964,-7.981190104
3713,47.9560925,17.37059761,-5.09589624,-8.112925854
3714,26.17886916,40.69254865,-4.887372891,-8.015929864
3715,41.39044978,29.41539056,-5.045533425,-8.167139078
3716,219.326113,49.24037907,-5.04364027,-7.954153684
3717,66.16083589,27.88383899,-5.214648616,-8.200546115
3718,34.91453855,35.43913871,-4.933814714,-8.08580629
3719,49.42471215,17.64419541,-5.13684909,-8.064716563
3720,108.154654,43.69875118,-5.093079994,-7.991208637
3721,36.246861,49.83874855,-5.1575085,-8.124220715
3722,25.76145003,30.82308607,-4.846754968,-8.107369069
3723,99.20266063,21.27831067,-5.348315946,-8.227592237
3724,38.18871243,42.20363653,-4.871972971,-8.018596746
3725,81.95130529,38.71121813,-4.991826415,-8.175496157
3726,66.95683753,20.92439626,-5.120645028,-8.137069752
3727,84.27871929,18.58195669,-5.333627997,-8.441706173
3728,17.86349454,39.80924782,-4.707170668,-7.875107533
3729,30.37056733,18.27659378,-5.04936179,-7.954311867
3730,43.32628689,16.84130405,-5.104856002,-8.149612406
3731,89.24529872,25.4313998,-5.205166853,-8.189119327
3732,72.81727616,25.74759613,-5.151742556,-8.048176468
3733,123.684036,22.91441238,-5.255953089,-8.131695236
3734,133.6621896,45.61304137,-4.971706672,-8.070993947
3735,101.470921,20.96781208,-5.344591178,-8.31791422
3736,18.21423006,12.40582871,-4.891368825,-7.948663664
3737,44.19112928,47.21013695,-4.858818757,-7.871854952
3738,28.36293489,7.976988559,-4.941834521,-7.895408424
3739,20.78751633,32.23229822,-4.819567375,-7.983416381
3740,13.56379362,20.7117555,-4.700792507,-7.897945221
3741,26.82510168,32.27261269,-4.835940643,-8.045752237
3742,82.82139684,25.75299531,-5.139082035,-8.072199477
3743,40.37980183,33.8884034,-4.951355929,-7.985630897
3744,60.10823439,23.95981904,-5.029418331,-7.928821762
3745,38.32880391,28.1515012,-4.971387064,-7.953760751
3746,34.25531544,18.96015296,-5.037100051,-8.015037415
3747,7.320014893,5.038542273,-4.578579236,-7.653135474
3748,10.39485544,6.349061263,-4.747933128,-7.690579067
3749,78.8635568,11.84819821,-5.047812056,-8.004016387
3750,23.47612145,67.56036611,-4.075540246,-6.678971321
3751,57.01540662,64.65311183,-4.774955788,-7.831777711
3752,58.55056086,130.8432339,-4.681971178,-7.733130435
3753,121.2178925,62.38291616,-4.81075866,-7.767084006
3754,27.18247567,54.14417334,-4.780907973,-7.960346992
3755,74.01397055,30.25181088,-4.942620203,-8.043662795
3756,121.8010193,40.06980858,-5.131032644,-8.189048402
3757,89.89855371,42.31446334,-5.137194502,-8.072956995
3758,88.92587544,58.79825773,-4.78854889,-7.954774207
3759,27.80605104,81.06627921,-4.61501607,-7.73619285
3760,18.11372447,26.08562353,-4.755149103,-7.891337068
3761,267.1038618,56.79462577,-4.736578696,-7.025684304
3762,46.09249229,31.38998847,-4.912766588,-7.960436857
3763,106.9808536,27.45852713,-4.928862521,-7.989437902
3764,18.33765455,38.52330932,-4.522911415,-7.369953746
3765,91.6988537,51.2414985,-4.84932759,-7.920394687
3766,13.90121326,72.34388085,-4.275243174,-7.310724018
3767,21.61797124,15.03799104,-4.714102095,-7.670395109
3768,22.84680187,54.15362064,-4.662648053,-7.807844211
3769,130.4690782,34.61700232,-5.161069254,-7.973327117
3770,168.5688839,32.48737204,-5.109421483,-8.142345094
3771,23.97248726,35.38424907,-4.812974626,-7.88895423
3772,30.80638324,65.97567749,-4.800656753,-7.902702064
3773,90.64431873,14.57420381,-5.147156514,-8.099898741
3774,188.0285734,34.91045227,-5.055779989,-8.206492624
3775,72.08429312,35.48518284,-5.046553565,-7.965334732
3776,86.54602697,90.29805434,-4.918774814,-8.02262232
3777,28.80062751,49.93396343,-4.785709089,-7.914713515
3778,155.1093147,34.86977504,-4.863163608,-7.933126134
3779,163.7743762,42.32341563,-5.038723068,-8.010970319
3780,55.19273213,54.74206303,-4.842246399,-7.862054238
3781,51.60699819,23.1894194,-5.062565223,-8.106840899
3782,74.17248953,33.81384316,-4.96470947,-8.067831537
3783,104.9720709,39.89493464,-5.125151268,-7.982374813
3784,75.64077174,33.32692273,-4.989262085,-7.966699648
3785,30.68098399,39.6467945,-4.649560222,-7.711761732
3786,166.1039113,43.59726843,-5.023451623,-7.978861969
3787,285.6067698,78.52830123,-4.731373532,-7.990433507
3788,34.19387029,44.21843295,-4.835446509,-7.981179269
3789,55.6092448,20.49916897,-5.176331569,-8.029227878
3790,81.71796626,32.3123079,-4.952203357,-7.67819669
3791,89.6551638,19.21220872,-5.025906023,-7.538247762
3792,111.5903639,28.67377099,-5.245515107,-8.11669522
3793,14.17502444,40.27491595,-4.560176257,-7.834247595
3794,8.274150821,22.99025064,-4.335662456,-7.431048337
3795,214.1677698,32.47465732,-5.078391628,-7.968204438
3796,192.8542202,39.31765695,-5.063914464,-8.081374439
3797,93.38717894,29.82600992,-5.245617116,-8.228690617
3798,237.1892481,40.95296392,-4.946448322,-7.92651231
3799,49.08544009,28.87913195,-5.102544604,-8.059870052
3800,101.9463979,60.29429469,-5.213807167,-7.710971865
3801,14.50941457,9.276669928,-4.565970951,-7.527325934
3802,48.43825848,52.3769743,-4.956583265,-8.071453761
3803,57.73068766,64.28295621,-5.04487591,-7.971406394
3804,12.35698155,24.97838635,-4.604682208,-7.713643596
3805,60.44596219,18.88338367,-5.128247829,-8.046485404
3806,76.99425299,18.03807044,-5.094870207,-7.984476583
3807,30.31272862,24.49761903,-4.99714717,-8.012827179
3808,62.33815001,32.38935559,-4.801737111,-7.934692661
3809,36.84213315,39.01147818,-4.814561927,-7.960730339
3810,90.26297809,26.24292471,-5.091357489,-7.938420868
3811,19.49523987,11.75164049,-4.897838252,-7.923945508
3812,9.962596929,25.61517727,-4.395621388,-7.493590247
3813,92.2185426,29.66386564,-5.332001054,-8.232941214
3814,32.39404123,10.85327546,-5.062267059,-8.170285776
3815,19.97275162,77.74771325,-4.487884724,-7.605961084
3816,22.71057343,22.66016091,-5.001383566,-8.014736669
3817,153.0059333,19.79121385,-5.152588591,-7.924619632
3818,25.32322217,27.23374563,-4.822682148,-8.01625267
3819,141.4432482,28.1319045,-5.175437724,-8.175216919
3820,137.675391,36.9832434,-5.361049287,-8.218771091
3821,154.6857298,36.22871626,-4.960326353,-7.732157051
3822,122.0143658,62.54925579,-4.835372855,-8.03910433
3823,103.3680539,26.30974116,-5.239071722,-8.119453549
3824,125.5559078,29.96266223,-5.097233622,-7.994194251
3825,78.28125116,16.70056872,-5.308791415,-8.06029257
3826,59.05151831,9.637338578,-5.042471653,-8.051896006
3827,67.79512953,12.19283611,-5.251257087,-7.960230836
3828,113.8077559,42.05798224,-5.40233061,-8.033558474
3829,102.5940486,40.59717087,-5.117077802,-8.112725077
3830,37.83271876,46.11185337,-4.896626284,-7.956403201
3831,107.5067335,30.14151562,-4.415750178,-7.186743314
3832,216.8794156,44.16699851,-5.333338263,-7.944615479
3833,33.7946203,19.47825011,-4.86780777,-7.715907162
3834,223.4382103,136.734389,-4.714992671,-8.227355972
3835,66.59420307,24.51567125,-5.218863334,-8.128395164
3836,53.75966838,18.12604251,-5.25437425,-8.248111404
3837,35.2504302,11.62891587,-5.200789669,-8.375469333
3838,24.68561897,16.28639972,-5.021825334,-8.078248354
3839,11.75373891,11.04910848,-4.703858222,-7.882775923
3840,36.30818726,15.42283428,-5.058812344,-8.014811028
3841,86.84735827,31.49842095,-5.040379881,-8.275774378
3842,43.78008582,13.27005052,-5.271738422,-8.179811761
3843,78.44348069,510.8017044,-3.925641416,-7.396331773
3844,11.19055838,14.0574937,-4.751335865,-7.904326685
3845,21.35566274,26.75979632,-4.885585643,-7.99268503
3846,42.23878266,171.3490837,-4.55827494,-7.67378381
3847,39.49911442,30.85942468,-4.911945838,-7.935863457
3848,17.19291074,74.15777254,-4.380024102,-7.860589449
3849,16.30956269,9.307597796,-4.725172294,-7.601759818
3850,79.30535623,18.91430639,-5.305827163,-8.234441921
3851,153.8098863,24.53477625,-5.470983786,-8.111656982
3852,51.302072,19.07222426,-5.172871709,-8.094548746
3853,19.14224118,19.79136868,-4.718242508,-7.652807785
3854,23.97693346,20.18575513,-4.970866343,-8.00624946
3855,30.97000503,8.765901488,-5.167114762,-8.118558542
3856,64.58184713,39.65580603,-4.676539145,-7.345009651
3857,154.1818931,134.2187341,-4.628618366,-7.669842458
3858,21.95793754,28.17547035,-4.754446051,-7.931922937
3859,91.51745166,53.22346097,-4.847996448,-7.750771067
3860,24.03501651,32.9769319,-4.773562893,-7.810614242
3861,608.5281477,77.38405858,-5.505352268,-8.124543074
3862,28.55241136,29.59068892,-4.867618319,-7.76853929
3863,35.67581734,42.2672685,-4.799442526,-7.904655853
3864,21.94671792,32.82429627,-4.826395254,-7.954099235
3865,45.4947933,71.90383691,-4.839520541,-7.848079
3866,125.8709698,69.86767222,-4.922159353,-7.707572432
3867,108.5556998,23.51774744,-5.283030787,-8.230181524
3868,22.75000761,34.84321778,-4.753223179,-7.98902877
3869,94.63740335,47.28673899,-5.082563928,-8.007974022
3870,93.2909912,28.16032173,-4.868391261,-7.909347333
3871,107.3735375,28.69682491,-5.104865408,-7.925924226
3872,73.36320114,19.4658811,-4.976472408,-7.999302927
3873,25.23032391,47.86360617,-4.786345561,-7.891111941
3874,39.83884091,34.16678976,-4.898071855,-8.052411147
3875,226.5200841,68.2083324,-4.92294961,-7.559648674
3876,76.08045533,29.99365598,-5.115028127,-8.128867925
3877,37.03858987,36.1832152,-4.917337905,-8.019603428
3878,55.78394632,21.83709613,-5.013155298,-7.993896341
3879,140.7441462,60.41752645,-5.060113339,-7.925173088
3880,36.94870544,65.57628885,-5.002465163,-7.974154602
3881,27.45223095,30.32086882,-4.887123367,-8.092175758
3882,142.8034013,28.20894611,-5.194615014,-8.025646608
3883,34.13419139,47.77936019,-4.859716048,-7.957586255
3884,64.77373144,40.88260076,-4.990191549,-8.130535206
3885,93.07957441,24.01831658,-4.952793937,-8.073927588
3886,67.75865506,18.79571678,-5.23385947,-8.278529783
3887,21.15148372,63.84963713,-4.61935522,-7.764746538
3888,70.12290938,23.66062643,-4.887346298,-7.867946554
3889,46.96445245,15.47360802,-5.038357031,-8.1012818
3890,81.08112373,28.36171618,-5.188087941,-8.056126731
3891,61.53977654,26.79326647,-4.954081623,-7.920421585
3892,69.40868424,21.89073731,-5.2035641,-8.020182459
3893,199.3060255,48.90001236,-5.088954204,-8.03210379
3894,116.4846017,25.05249446,-5.141843446,-8.110329341
3895,13.66084022,11.9250725,-4.763381762,-7.749688259
3896,46.00125706,28.3391594,-4.90046925,-8.008895009
3897,59.42733038,13.67942492,-4.938237337,-7.817305671
3898,21.58259498,41.82450578,-4.769858716,-7.887057799
3899,13.31290282,21.36371326,-4.606942259,-7.732270833
3900,23.36952837,33.44864848,-4.773971295,-7.977561827
3901,109.2646946,33.36890196,-5.049450791,-7.926367231
3902,36.82901164,38.6614701,-4.815741708,-7.84391618
3903,100.1825504,27.89462525,-4.912932246,-7.741497356
3904,50.65190408,27.27038541,-4.94932601,-7.834319469
3905,45.21896674,21.47009794,-5.04997759,-7.986853577
3906,19.06927801,6.515166747,-4.937960119,-7.913507185
3907,4.060946486,5.601040138,-3.940907757,-6.840463758
3908,48.16155525,10.15077007,-4.833275174,-7.833305831
3909,20.57166891,98.83478002,-4.257729171,-7.515156154
